promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
럭스에디트 그랜드오픈💛,23.07.17,23.07.31,LUXE EDIT,"

LUXE EDIT
매일업데이트되는럭스에디트 특가
오늘의 특가아이템 확인하기


",[],"['전체', '에스티로더', '오휘', '아떼', '올라플렉스', '필립비', 'JUST AS I AM', '크리니크', '바비브라운', '헤라', '프리메라', '정샘물', '모로칸오일', '숨37', '로이비', '어반디케이', 'MAC', '베네피트', '랩시리즈', '빌리프', '비오템', '아워글래스', '프리미엄 전체보기', '대한항공 콜라보 굿즈✈']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103380001&trackingCd=Home_Planshop1_1_PROD
매일매일 습관처럼 올리브영 이너뷰티,23.07.01,23.07.31,올리브영 이너뷰티,"

올리브영 이너뷰티
반얀트리에서이너뷰티를즐겨봐요
구매자 대상 경품 응모이벤트


","[' INNER BEAUTIFUL TIME 올리브영 이너뷰티 ', ' BENEFIT 이너뷰티 최대 50% 할인 공유하면 올리브영 기프트 카드 당첨 응모하면 반얀트리 스파 이용권 당첨 모든 혜택을 지금 바로 APP에서 만나보세요! ', ' [제조원 / 판매원] 콜레올로지 컷팅젤리, 건강기능식품유통전문판매원: 주식회사 어댑트 / 건강기능식품제조원: 코스맥스바이오(주), 콜레올로지 컷팅젤리는 건강기능식품입니다, 적절한 운동과 식이조절을 함께 병행하면 더욱 좋습니다. 바이탈뷰티 슈퍼콜라겐 7days, 제조원:(주)아모레퍼시픽 / 판매원:(주)아모레퍼시픽 니드인 비움효소, 제조원:(주)한국코스모 / 판매원:(주)내츄럴엔도텍 비브리 꼬박꼬밥, 제조원:(주)리빙라이프 / 판매원:(주)비브리브 티젠 콤부차, 제조원:(주)티젠 농업회사 법인 / 판매원:(주)티젠 농업회사 법인 ']","['전체', '속부터 가벼운👀', '속부터 빛나는✨', '속부터 가뿐한💖', '맛있는 식단관리🥙', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103190002&trackingCd=Home_Planshop1_2_PROD
7월 올영pick,23.07.01,23.07.31,올영p!ck,"

올영p!ck
올리브영이p!ck한이 달의 브랜드
베스트 아이템 한정특가


",[' 올영p!ck 7월 '],"['전체', '여름 피하지 말고 즐겨🌞', '다채로운 색조 에디션🧡', '내 피부에도 휴식을🌿', '참을 수 없는 썸머Pick💥', '수분에 풍덩💧', '컬러 리프레시💙', '산뜻하게 리프레시🌳', '속부터 아름다워지는 중💜', '트루 허브 트루 어스💚', '핫썸머맨즈케어👨', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102910008&trackingCd=Home_Planshop1_3_PROD
LUXE EDIT : 7월의 위시리스트,none,none,LUXE EDIT,"

LUXE EDIT
여름에도무너지지 않는프리미엄 뷰티
7월의 뷰티 컬처:FIX&MIX


","[' 럭스에디트 위시리스트 7월호 ', '      럭셔리 뷰티의 새로운 정의,      ‘럭스에디트’가      하이엔드 뷰티 트렌드를      올리브영만의 감각으로      뷰티 컬처를 편집하여 제안합니다.      by. OLIVE YOUNG ', ' FIX & MIX      무더위에도 쉽게 무너지지 않는      여름 뷰티 루틴을 위한 위시리스트.     ', "" 스킨케어도 고정이 필요해!      무더운 여름철, 메이크업 지속력에 영향을 주는 것은      의외로 '스킨케어'. 촉촉한 세럼을 바른 후에는      세팅 픽서를 뿌리면 피부 속 건조를 잡으면서도      베이스가 쉽게 무너지지 않는다. 스킨케어 마지막      단계에서 미세한 입자의 젤 미스트를 분사하면      색조 아이템의 밀착력도 높일 수 있다.     "", '어반디케이 : 올나이터 세팅 픽서', '오휘 : 미라클 토닝 글로우 세럼', '숨37 : 워터풀 하이드레이팅 젤 미스트', '에스티 로더 : 뉴트리셔스 멜티 소프트 크림/마스크', "" 태양을 '잘' 피하는 방법      햇빛이 없는 것 같은 실내에서도 생활 자외선이      있기 때문에 선크림을 바르는 것이 도움이 된다.      외출 30분 전에는 선크림을 바르고, 외출 후에는      2~3시간마다 자외선 차단제를 덧바르는 것이      피부에 좋다. 선 스틱을 활용하면 휴대가 간편하고      수시로 덧바르기에도 편리하다.     "", '숨37 : 마이크로액티브 선 세럼', '헤라 : UV프로텍터 액티브 선 밤', ' 올라플렉스 : NO.7 본딩 오일      햇빛은 물론 화학적인 열 손상에 취약한 머리카락.      헤어 오일을 발라 스타일링과 보호를      한 번에 케어해보자.     Luxe Edit PICK! 함께 쓰면 좋은 제품       두피의 온도도 높아지는 무더운 여름. 쿨링 샴푸로       두피를 상쾌하게 클렌징해 보는 건 어떨까? 열감이       자주 올라오고 유분이 많은 두피에 추천!       필립비 : 페퍼민트 아보카도 샴푸 ', '올라플렉스 : NO.7 본딩 오일', '필립비 : 페퍼민트 아보카도 샴푸', ' 환상의 짝꿍      메이크업을 오래 유지하고 싶다면, 프라이머가 정답!      아이 프라이머는 아이섀도의 고정뿐 아니라      발색력을 높여준다. 베이스 메이크업이 쉽게      무너진다면 파운데이션 바르기 전에 파우더 제형의      프라이머로 가볍게 쓸어 내리면 베이스 메이크업이      강력하게 고정된다.     Luxe Edit PICK! 메이크업 사용 제품       베이스 단계를 탄탄하게 레이어링 했다면, 커버력 좋은       쿠션으로 화사한 피부 톤을 만들 차례! 미세 펄이       함유된 블러셔를 하이라이터로 사용하면 자연스럽게       빛나는 피부를 연출할 수 있다.       오휘 : 얼티밋 톤업 진 쿠션 크리니크 : 발레리나팝 아떼 : 어센틱 립 밤#01 ', '어반디케이 : 아이섀도우 프라이머 포션', '베네피트 : 더 포어페셔널 라이트 프라이머', '헤라 : 에어리 파우더 프라이머', '오휘 : 얼티밋 톤업 진쿠션', '크리니크 : 발레리나팝', '아떼 : 어센틱 립 밤 #01', "" FOCUS BRAND      올리브영 '럭스에디트'가 추천하는      프리미엄 브랜드를 소개합니다.          뉴 라이징 브랜드부터 하이엔드 브랜드까지      올리브영 ‘럭스에디트’가 선별한 프리미엄      아이템들을 ‘럭스에디트’관에서 만나보세요.     "", '에스티 로더 브랜드관', '오휘 브랜드관', '올라플렉스 브랜드관', '필립비 브랜드관', '아떼 브랜드관', '저스트에즈아이엠 브랜드관', ' Editor 이주은 Photographer 이준경 Model 수현 Hair & Makeup 윤혜정 Stylist 유재창 Designer 윤진 ']","['전체', '7월의 위시리스트', '[에스티 로더]첫 클린뷰티, 뉴트리셔스', '[오휘] 감성적 피부 과학 브랜드', '[올라플렉스] 글로벌 베스트 헤어 케어', '[필립비] 헐리우드 리커버리 솔루션', '[아떼] 컨템포러리 비건 뷰티', '[저스트에즈아이엠] 새로운 헤어 케어']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103440001&trackingCd=Home_Planshop1_4_PROD
무더운 여름에는 진정&상쾌 Y존케어,23.07.24,23.07.31,Y존케어,"

Y존케어
상쾌한일상을 위해준비해요
최대 51%할인


",[' 무더운 여름에는 징정&상쾌 y존 케어 UP TO 51% '],"['전체', '여름에도 산뜻한 탐폰&생리대 ', '깨끗하고 상쾌하게 Y존 셀프 케어', '질세정기로 속까지 안심 Y존 케어 ', '애프터 왁싱 Y존케어 필수템', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102860071&trackingCd=Home_Planshop1_5_PROD
여름 필수 파넬 노세범 쿠션,23.07.24,23.07.31,파넬,"

파넬
바르는3세대 기름종이 쿠션
한정 특가 및 럭키드로우


",[' 신개념 기름종이 파넬 노세범 쿠션 한정특가 & 럭키드로우'],"['전체', '파넬 기름종이 쿠션', '파넬 촉촉세럼 쿠션', '파넬 스킨케어 꿀조합']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102750161&trackingCd=Home_Planshop1_6_PROD
여름이니까 산뜻촉촉 바디로션!,23.07.24,23.07.31,더마비,"

더마비
바로 옷을입어도산뜻해요
1+1기획, 최대 43%할인


",['07.24-07.31 산뜻 촉촉 여름 바디로션 1+1 기획 출시! #단독특가 #샘플키트 증정'],"['전체', '산뜻보습&고민진정 라인업', '더마비 BEST', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102800085&trackingCd=Home_Planshop1_7_PROD
NEW 건강식품✨,23.07.24,23.07.31,건강식품,"

건강식품
더위에빼앗긴 에너지신상으로 채워요
신상 건강식품 최대 31%할인


",['NEW건강식품 올리브영에서 만나는 건강식품 신상품 특가 '],"['전체', '건강식품 루키 신상품', '주목할만한 신상품', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102830068&trackingCd=Home_Planshop1_8_PROD
골라쓰는 효소로 더 완벽한 모공케어!,23.07.24,23.07.31,더말로지카,"

더말로지카
쌀겨 가루에서찾은 여름철모공 관리
최대 30%할인


","[' 더 완벽해진 여름철 모공관리 맑아진 피부, 더말로지카 최대 30% 할인 + 샤쉐키드&헤어밴드 증정']","['전체', '대용량으로 여름 모공준비 끝!', '골라쓰는 효소케어템!', '효소가루와 찰떡궁합 스킨케어템!']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102790087&trackingCd=Home_Planshop1_9_PROD
"정샘물, 쿠션 S/S 한정 기획 출시💙",23.07.24,23.07.31,정샘물,"

정샘물
태양빛에더 빛나는밀착 커버
최대 20%할인


","[' 따사롭게, 더 아름답게 정샘물 럭셔리 메이크업 시즌 한정기획 쿠션 최대 20%']","['전체', '에센셜 롱웨어 쿠션 한정 기획!🤍', '정샘물 BEST 추가할인🤍', '정샘물 키즈 #순한성분💜']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102780086&trackingCd=Home_Planshop1_10_PROD
